data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7228364,558,NIC307,307,13 September 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),National Coalition,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 13 September 2020, in Managua (Managua), family members of political prisoners and members of the National Coalition, protested in front of the Holiday Inn Hotel demanding the release of political prisoners. Over eight patrols arrived at the protest, but no further intervention was reported. [size=no report]",0,1600723024,NIC
7228365,558,NIC306,306,13 September 2020,2020,1,Protests,Protest with intervention,Protesters (Nicaragua),Women (Nicaragua),6,Police Forces of Nicaragua (2006-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 13 September 2020, in Managua (Managua), a feminist group of around 20 people protested against femicides and gender-based violence in different area of the city. Police quickly intervened and relocated the group on the road to Masaya. There, another police intervention was reported where one protester was injured and five other were detained for 20 minutes. [size=around 20]",0,1600723024,NIC
7202841,558,NIC305,305,12 September 2020,2020,1,Strategic developments,Other,Government of Nicaragua (2006-),,1,Civilians (Nicaragua),Journalists (Nicaragua),7,17,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Confidencial,National,"On 12 September 2020, in Managua (Managua), the General Direction of Revenues embargoed Canal 12 (Channel 12) for improper tax statements. However, hidden motive might be connected to political antagonism between the visions aired at the channel and the regime of President Ortega.",0,1600116978,NIC
7202840,558,NIC304,304,10 September 2020,2020,1,Violence against civilians,Attack,Unidentified Communal Militia (Nicaragua),,4,Civilians (Nicaragua),Miskito Indigenous Group (Nicaragua),7,47,Central America,Nicaragua,Costa Caribe Norte,Puerto Cabezas,,Puerto Cabezas,14.0351,-83.3888,2,Confidencial,National,"On 10 September 2020, in Puerto Cabezas municipality (Costa Caribe Norte), at the Kukasquiamp territory, a Miskito man was shot and injured, supposedly by a militia of farmers. Motive might be linked to revenge for the recent death of a farmer under unclear circumstances.",0,1600116978,NIC
7183342,558,NIC303,303,28 August 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 28 August 2020, in Managua (Managua), community members protested against the closure of an orphanage following the suicide of a child there. [size=no report]",0,1599509948,NIC
7183974,558,NIC302,302,18 August 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),Indigenous Group (Nicaragua),6,,,0,60,Central America,Nicaragua,Costa Caribe Sur,Bluefields,,Bluefields,12.0137,-83.7635,1,Trinchera (Nicaragua),National,"On 18 August 2020, in Bluefields (Costa Caribe Sur), indigenous communities protested to demand free regional elections in the country in accordance to their right of self-determination. [size=no report]",0,1599509950,NIC
7182788,558,NIC301,301,08 August 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Despacho 505,National,"On 8 August 2020, in Managua (Managua), family members of political prisoners protested demanding their release. [size=no report]",0,1599509947,NIC
7183975,558,NIC300,300,05 August 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Catholic Christian Group (Nicaragua),7,37,Central America,Nicaragua,Masaya,La Concepcion,,La Concepcion,11.9366,-86.1893,1,Trinchera (Nicaragua),National,"On 5 August 2020, in La Concepcion (Masaya), a catholic religious political opponent to the regime of President Ortega was killed. Motive might be robbery or might be connected to political reasons.",1,1599509950,NIC
7174570,558,NIC299,299,31 July 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Catholic Christian Group (Nicaragua),7,37,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Trinchera (Nicaragua),National,"On 31 July 2020, in Managua (Managua), an unidentified man threw an explosive and destroyed a Christian image in the Managua's Cathedral. Two persons were inside, but were not injured. Motive and perpetrator unknown.",0,1596487273,NIC
7174397,558,NIC298,298,31 July 2020,2020,2,Riots,Mob violence,Rioters (Nicaragua),Catholic Christian Group (Nicaragua),5,Rioters (Nicaragua),Catholic Christian Group (Nicaragua),5,55,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"Around 31 July 2020 (as reported), in Managua (Managua), members of a Christian group triggered a riot and started to fight with another group after they thought an iconic image was being stolen during a religious ceremony. There has been recent tensions caused by an earlier attack against a Christian cathedral in Managua the same day. [size=no report]",0,1596487272,NIC
7262970,558,NIC297,297,10 July 2020,2020,1,Violence against civilians,Attack,Unidentified Communal Militia (Nicaragua),,4,Civilians (Nicaragua),Mayangna Indigenous Group (Nicaragua),7,47,Central America,Nicaragua,Costa Caribe Norte,Rosita,,Rosita,13.9236,-84.3996,2,La Prensa (Panama),Regional,"On 10 July 2020, near Rosita (Costa Caribe Norte), a Mayangna Indigenous man was killed and another injured at the Bosawas reserve, supposedly during an attack by a group of settlers. Perpetrators are unknown.",1,1603755463,NIC
7158091,558,NIC296,296,09 July 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),FSLN: Sandinista National Liberation Front,7,37,Central America,Nicaragua,Costa Caribe Norte,Waslala,,Waslala,13.3358,-85.3705,1,Articulo 66,National,"On 9 July 2020, in Waslala (Costa Caribe Norte), a renowned Sandinista militant was shot and killed by two men on a motorcycle during a drive-by shooting. Motive might be linked to his political opposition to the Ortega regime. Perpetrators are unknown.",1,1594677899,NIC
7136252,558,NIC295,295,20 June 2020,2020,1,Violence against civilians,Attack,Police Forces of Nicaragua (2006-),,1,Civilians (Nicaragua),Excarcelados,7,17,Central America,Nicaragua,Leon,Leon,,Leon,12.4379,-86.87799999999999,1,Centro Nicaraguense de Derechos Humanos,Other,"On 20 June 2020, in Leon (Leon), the house of a political opposer formerly incarcerated was attacked by police with stones. No injuries nor deaths reported.",0,1593457912,NIC
7129457,558,NIC293,293,19 June 2020,2020,2,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Costa Caribe Sur,Bluefields,,Bluefields,12.0137,-83.7635,1,La Prensa (Nicaragua),National,"Around 19 June 2020, in Bluefields (Costa Caribe Sur), family members of Nicaraguan cruise workers, who stranded at a cruise ship in Barbados, protested to demand the government to let them enter the country. [size=no report]",0,1592850008,NIC
7129458,558,NIC294,294,19 June 2020,2020,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Nicaragua),Excarcelados,7,37,Central America,Nicaragua,Carazo,Jinotepe,,Jinotepe,11.8496,-86.199,1,La Prensa (Nicaragua),National,"On 19 June 2020, in Jinotepe (Carazo), unknown conducted a drive-by shooting at the house of two former political prisoners. The victims suspect that it were pro-government people, as they had received threats before. No injuries reported.",0,1592850008,NIC
7126324,558,NIC292,292,28 May 2020,2020,1,Violence against civilians,Attack,Police Forces of Nicaragua (2006-) Prison Guards,,1,Civilians (Nicaragua),Prisoners (Nicaragua),7,17,Central America,Nicaragua,Managua,Tipitapa,,Tipitapa,12.1973,-86.0971,1,La Prensa (Nicaragua),National,"On 28 May 2020, in Tipitapa (Managua), one of the so-called political prisoner was attacked and injured by at least one police guard while under detention.",0,1592254608,NIC
7103711,558,NIC287,287,27 May 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),Labour Group (Nicaragua),6,,,0,60,Central America,Nicaragua,Rio San Juan,El Almendro,,El Almendro,11.6784,-84.7034,2,CR Hoy,Regional,"On 27 May 2020, at the border of Nicaragua and Costa Rica, at an unspecified location, truck drivers blocked the route to Costa Rica to protest Costa Rica's decree forbidding the transit of foreign drivers to avoid the spread of the coronavirus. [size=no report]",0,1591042005,NIC
7104278,558,NIC286,286,20 May 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),Farmers (Nicaragua),6,,,0,60,Central America,Nicaragua,Nueva Segovia,Mozonte,,Mozonte,13.6601,-86.4387,1,Trinchera (Nicaragua),National,"On 20 May 2020, in Mozonte (Nueva Segovia), around 30 farmers protested against deforestation at the Serranillas de Dipilto Environmental Reserve. [size=around 30]",0,1591042008,NIC
7069093,558,NIC285,285,25 April 2020,2020,2,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Carazo,Diriamba,,Diriamba,11.8581,-86.2392,1,Confidencial,National,"As reported on 25 April 2020, in Diriamba (Carazo), over a hundred persons joined the funeral of a transgender woman and political opposer to the Nicaraguan political regime. She was beaten and severely injured under custody and did not survive after being released. The funeral turned into a protest with participants shouting against the regime of President Ortega. [size=over a hundred]",0,1588009008,NIC
7069079,558,NIC284,284,20 April 2020,2020,1,Riots,Mob violence,Rioters (Nicaragua),,5,Police Forces of Nicaragua (2006-),,1,15,Central America,Nicaragua,Rivas,Moyogalpa,,Esquipulas,11.504000000000001,-85.70700000000001,1,AFP,International,"On 20 April 2020, in Esquipulas, Rivas department, a group of persons rioted against police officers, demanding the release of three persons who had been detained. The clash left three officers injured and five civilians were detained. [size=no report]",0,1588009008,NIC
7069201,558,NIC283,283,19 April 2020,2020,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Nicaragua),,7,37,Central America,Nicaragua,Masaya,Masatepe,,Masatepe,11.9145,-86.1446,1,La Prensa (Nicaragua),National,"On 19 April 2020, in Masatepe (Masaya), a man was attacked and injured by an armed group of Ortega supporters before being detained by the police.",0,1588009008,NIC
7069203,558,NIC282,282,19 April 2020,2020,2,Riots,Mob violence,Rioters (Nicaragua),,5,Civilians (Nicaragua),,7,57,Central America,Nicaragua,Leon,Leon,,Leon,12.4379,-86.87799999999999,1,La Prensa (Nicaragua),National,"As reported on 19 April 2020, in Leon (Leon), a group of Ortega supporters attacked the house of a family of Ortega opposers. They broke the windows but no injuries have been reported. [size=no report]",0,1588009008,NIC
7069343,558,NIC281,281,19 April 2020,2020,2,Riots,Violent demonstration,Rioters (Nicaragua),Farmers (Nicaragua),5,Police Forces of Nicaragua (2006-),Farmers (Nicaragua),1,15,Central America,Nicaragua,Rivas,Moyogalpa,,Esquipulas,11.504000000000001,-85.70700000000001,1,Trinchera (Nicaragua),National,"In between the night of 19 April 2020 and dawn of 20 April 2020 in Esquipulas, Rivas department, a group of persons, including peasants, celebrated the 2nd anniversary of the 2018 Nicaraguan demonstrations by raising the opposition's blue and white flag at a park. The police reacted with gunfire and the demonstrators reportedly responded with throwing stones. At least three rioters are reportedly injured and 5-8 participants have been detained. [size=no report]",0,1588009009,NIC
7064058,558,NIC279,279,18 April 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Farmers (Nicaragua),7,37,Central America,Nicaragua,Rio San Juan,San Carlos,,San Carlos,11.1235,-84.7778,1,La Prensa (Nicaragua),National,"On 18 April 2020, in San Carlos (Rio San Juan), a leader of the peasant movement as well as an opposer to the regime of President Ortega was killed at the community of Los Chiles under so far unclear circumstances. The killing is likely to be motivated by his political leanings.",1,1587410131,NIC
7069202,558,NIC280,280,17 April 2020,2020,1,Violence against civilians,Attack,Police Forces of Nicaragua (2006-),,1,Civilians (Nicaragua),,7,17,Central America,Nicaragua,Nueva Segovia,Mozonte,,Mozonte,13.6601,-86.4387,1,La Prensa (Nicaragua),National,"On 17 April 2020 in Mozonte (Nueva Segovia), six police officers attacked, injured and detained a man. They also supposedly robbed his money. He was released the next day and motive is unclear.",0,1588009008,NIC
7064156,558,NIC278,278,17 April 2020,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nicaragua),,3,,,0,30,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,Trinchera (Nicaragua),National,"On 17 April 2020, in Masaya (Masaya) two bombs exploded at the second anniversary of the April protests which took thousands to the streets in April 2018 against the regime of President Ortega. No reported deaths nor injuries.",0,1587410132,NIC
7064057,558,NIC277,277,16 April 2020,2020,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Nicaragua),,7,37,Central America,Nicaragua,Masaya,Niquinohomo,,Niquinohomo,11.9052,-86.0945,1,La Prensa (Nicaragua),National,"On 16 April 2020, in Niquinohomo (Masaya), Ortega supporters attacked and injured the father of a journalist who opposes the regime of President Ortega. The journalist had been receiving threats. The victim is recovering at a hospital.",0,1587410131,NIC
7030375,558,NIC274,274,01 April 2020,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),FSLN: Sandinista National Liberation Front,3,Civilians (Nicaragua),Former Nicaraguan Resistance,7,37,Central America,Nicaragua,Jinotega,Jinotega,,Wiwili de Jinotega,13.6195,-85.8194,2,La Prensa (Nicaragua),National,"As reported on 1 April 2020, in Wiwili de Jinotega (Jinotega), a former member of the Nicaraguan Resistance, was found dead, with signs of torture, at the local headquarters of the FSLN: Sandinista National Liberation Front party. Motive is linked to his opposition to the regime of President Ortega.",1,1586202169,NIC
7001497,558,NIC273,273,27 March 2020,2020,1,Violence against civilians,Attack,Unidentified Communal Militia (Nicaragua),,4,Civilians (Nicaragua),Mayangna Indigenous Group,7,47,Central America,Nicaragua,Costa Caribe Norte,Rosita,,Rosita,13.9236,-84.3996,2,Despacho 505,National,"On 27 March 2020, in Rosita (Costa Caribe Norte), peasants invaded the house of a family at the Ibu community, at the Marcial Washington farm, and killed a mother, her son and another man. Motive is related to land-grabbing issues. All the victims were from the Mayangna Indigenous Group living at the Tuakha territory. One report quotes the police stating there were four fatalities, that one of the perpetrators died, however this was not confimed in other reports. 3 fatalities.",3,1585585552,NIC
7001496,558,NIC272,272,26 March 2020,2020,1,Violence against civilians,Attack,Unidentified Communal Militia (Nicaragua),,4,Civilians (Nicaragua),Mayangna Indigenous Group,7,47,Central America,Nicaragua,Costa Caribe Norte,Rosita,,Rosita,13.9236,-84.3996,2,Despacho 505,National,"On 26 March 2020, in Rosita (Costa Caribe Norte), peasants invaded the Wasakin community, Tuahka territory, and killed three men and injured at least two other. Motive is related to land-grabbing issues, which have been mounting in Nicaragua. All the victims were from the Mayangna Indigenous Group and one of the killed persons was the vice syndic of Wasakin. 3 fatalities.",3,1585585552,NIC
7001483,558,NIC271,271,22 March 2020,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),PLC: Constitutionalist Liberal Party,7,37,Central America,Nicaragua,Jinotega,Jinotega,,Wiwili de Jinotega,13.6195,-85.8194,1,Articulo 66,National,"On 22 March 2020, in Wiwili de Jinotega (Jinotega), the leader of the PLC in the municipality of Wiwili de Jinotega has been shot and killed in a drive-by shooting.",1,1585585552,NIC
7016437,558,NIC270,270,15 March 2020,2020,2,Violence against civilians,Attack,Police Forces of Nicaragua (2007-),,1,Civilians (Nicaragua),Farmers (Nicaragua),7,17,Central America,Nicaragua,Rio San Juan,San Juan de Nicaragua,,San Juan de Nicaragua,10.9465,-83.7348,1,La Prensa (Nicaragua),National,"On 15 March 2020, in San Juan de Nicaragua (Rio San Juan), a peasant who had been detained by the police the previous day was released with signs of violence around his body, with both ribs and a hand broken. The organized peasant movement is in opposition to the Ortega regime and has suffered several attacks and threats due to their political opinion. The peasant is under recovery.",0,1585691845,NIC
6992936,558,NIC268,268,14 March 2020,2020,1,Violence against civilians,Attack,Los Cadejos Gang,,3,Civilians (Nicaragua),UNAB: National Unit Blue and White; Women (Nicaragua),7,37,Central America,Nicaragua,Leon,Leon,,Leon,12.4379,-86.87799999999999,1,Trinchera (Nicaragua),National,"On 14 March 2020, in Leon (Leon), the house of a female leader of the UNAB, National Unit Blue and White, was attacked at night by a group called Los Cadejos. It Is unclear whether the leader was inside, but the attackers had machetes and axes with which they tried to take the gate down to invade the house. There are no reports of injuries nor deaths.",0,1584380267,NIC
7270080,558,NIC269,269,14 March 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Confidencial,National,"On 14 March 2020, in Managua (Managua), a pro-government march called upon by President Ortega and Vice President Murillo took place. The march was themed 'love in times of coronavirus' and was intended to show support and solidarity towards the countries affected by the virus. [size=no report]",0,1604348896,NIC
6992788,558,NIC267,267,09 March 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),Women (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 9 March 2020 in Managua (Managua), over a hundred women covered their faces to protest against gender-based violence inside campus of the Centro-American University, especially femicides, sexual violence against girls and widespread impunity for these crimes, in a protest related to the International Women's Day. [size=over 100]",0,1584380267,NIC
7016484,558,NIC264,264,08 March 2020,2020,1,Protests,Protest with intervention,Protesters (Nicaragua),Women (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 8 March 2020 in Managua (Managua), over two hundred women, among them women human rights defenders, mothers of the protesters killed during the April Protests and representatives of women's organizations, gathered at the women's organization La Corriente. While the women protested inside the grounds of the organization, chanting against the State's oppression and the undue restrictions on freedom of reunion and expression, the police blocked them and impeded the march to take place, including by pushing and aggressing women. A representative from the Permanent Commission on Human Rights was also reportedly attacked by the police. After negotiations, the police allowed them to leave in small groups, effectively impeding the march to take place. [size=over 200]",0,1585691845,NIC
7016487,558,NIC266,266,08 March 2020,2020,1,Protests,Protest with intervention,Protesters (Nicaragua),Women (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,Confidencial,National,"On 8 March 2020 in Masaya (Masaya), women blocked the road towards Masaya, chanting for justice for a couple of minutes until police arrived and dispersed them. [size=no report]",0,1585691845,NIC
6992638,558,NIC265,265,08 March 2020,2020,1,Protests,Peaceful protest,Protesters (Nicaragua),Women (Nicaragua); UNAB: National Unit Blue and White,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Confidencial,National,"On 8 March 2020 in Managua (Managua), women from the UNAB, National Unit Blue and White, made an express protest for a couple of minutes with chants, near the movistar store. [size=over 200]",0,1584380267,NIC
6982897,558,NIC262,262,06 March 2020,2020,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Nicaragua),Journalists (Nicaragua),7,37,Central America,Nicaragua,Rio San Juan,San Juan de Nicaragua,,San Juan de Nicaragua,10.9465,-83.7348,1,La Prensa (Nicaragua),National,"On 6 March 2020, in San Juan de Nicaragua (Rio San Juan), an unidentified group of armed men attacked the participants in the urn burial of the poet Ernesto Cardenal. He and his circle of close friends opposed the Ortega regime. At the end of the ceremony, Ortega supporters attacked participants and journalists of the burial. Perpetrators unknown.",0,1583792127,NIC
6982751,558,NIC260,260,05 March 2020,2020,2,Protests,Peaceful protest,Protesters (Nicaragua),Journalists (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Articulo 66,National,"As reported on 5 March 2020, in Managua (Managua), inside the Permanent Commission on Human Rights, journalists protested the rising repression and acts of violence by the government by gagging themselves and locking their equipment to chains. [size=no report]",0,1583792127,NIC
