data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7298975,360,IDN5141,5141,05 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),,6,,,0,60,Southeast Asia,Indonesia,East Java,Ponorogo,Ponorogo,Ponorogo,-7.867999999999999,111.4556,1,Tribunnews,National,"On 5 November 2020, two groups of people, Front Relawan Pejuang Republik (Foreper) and Masyarakat Peduli Pilkada Damai (Mapilda), held peaceful protests on Trunojoyo Road in front of the Election Monitoring Agency building in Ponorogo town (Ponorogo regency, East Java province). Both groups demanded the agency to be professional in monitoring the upcoming election. [size=no report]",0,1605029834,IDN
7298984,360,IDN5145,5145,05 November 2020,2020,1,Riots,Violent demonstration,Rioters (Indonesia),Students (Indonesia); Labour Group (Indonesia),5,,,0,50,Southeast Asia,Indonesia,West Java,Bogor,Bogor,Bogor,-6.5944,106.7891,1,Tribunnews,National,"On 5 November 2020, dozens of students held a demonstration on Pajajaran Road in Bogor city (West Java province), opposing the omnibus law of job creations. They burned tires at the Kujang monument and long-marched against the traffic on Jalak Harupat road. [size=dozens]",0,1605029834,IDN
7298988,360,IDN5142,5142,05 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,Southeast Asia,Indonesia,East Kalimantan,Samarinda,Samarinda,Samarinda,-0.4999,117.1377,1,Tribunnews,National,"On 5 November 2020, a group of students from Gabungan Mahasiswa Peduli Pembangunan Kalimantan Timur held a peaceful protest in front of the high prosecutor's office in Samarinda city (East Kalimantan province), demanding the investigation of alleged corruption on a hangar construction project in 2012. [size=no report]",0,1605029834,IDN
7298990,360,IDN5138,5138,05 November 2020,2020,1,Violence against civilians,Attack,Military Forces of Indonesia (2014-),,1,Civilians (Indonesia),Papuan Ethnic Group (Indonesia),7,17,Southeast Asia,Indonesia,Papua,Intan Jaya,Sugapa,Sugapa,-3.7430000000000003,137.05,2,Twitter,New media,"On 5 November 2020, Indonesian military forces interrogated and beat a family of three at an airport in Intan Jaya Regency (Papua province), coded as Sugapa district, alleging that the family head was a rebel. He was also shot. There was no confirmation whether the man was indeed a rebel.",0,1605029834,IDN
7298890,360,IDN5156,5156,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,Sukabumi,Sukabumi,Sukabumi,-6.917999999999999,106.9266,1,Detik,National,"On 4 November 2020, many Muslim people held a peaceful protest in Sukabumi city (East Java province) regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. [size=many]",0,1605029834,IDN
7298892,360,IDN5153,5153,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Gorontalo,Gorontalo,Gorontalo,Gorontalo,0.5375,123.0625,1,Detik,National,"On 4 November 2020, many Muslim people held a peaceful protest in Gorontalo city (Gorontalo province) regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. [size=many]",0,1605029834,IDN
7298912,360,IDN5166,5166,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia); Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Nusa Tenggara,West Lombok,Mataram,Mataram,-8.5833,116.1167,1,Kompas,National,"On 4 November 2020, around a hundred students held a peaceful protest in front of the West Nusa Tenggara council building in Mataram city (West Nusa Tenggara province), opposing the omnibus law of job creations. [size=around a hundred]",0,1605029834,IDN
7298913,360,IDN5137,5137,04 November 2020,2020,1,Riots,Violent demonstration,Rioters (Indonesia),,5,Police Forces of Indonesia (2014-),,1,15,Southeast Asia,Indonesia,Bangka-Belitung,Pangkal Pinang,Pangkal Pinang,Pangkal Pinang,-2.1333,106.1333,1,Kompas,National,"On 4 November 2020, thousands of people from Masyarakat Babel Menggugat held a demonstration in front of the Bangka Belitung governor's office in Pangkal Pinang city (Bangka-Belitung province), criticizing the performance of the regency leaders, who haven't realized their campaign promises. They burned tires. The police intervened, dispersed the riot and arresting eight people, including a rioter who accidentally hit a policeman with his motorbike. [size=thousands]",0,1605029834,IDN
7298953,360,IDN5130,5130,04 November 2020,2020,1,Violence against civilians,Attack,Military Forces of Indonesia (2014-),,1,Civilians (Indonesia),Papuan Ethnic Group (Indonesia),7,17,Southeast Asia,Indonesia,Papua,Jayapura,Jayapura,Jayapura,-2.5337,140.718,1,Suara Papua,National,"On 4 November 2020, around 50 military officers wearing plain clothes raided Soloitma dorm in Sentani district, Jayapura city (Papua province). They brought sharp weapons and assaulted five people who lived there. They damaged the dorm's door, took the motorbikes parked in front of it, and severely beat up a sick boy. He died in the hospital the next day. The incident was linked with a traffic accident that took place two hours earlier, where two military officers hit two civilians near STIKES university building. The civilians punched the officers, and the latter summoned their comrades and raided the dorm.",1,1605029834,IDN
7298962,360,IDN5131,5131,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,Southeast Asia,Indonesia,East Kalimantan,Balikpapan,Balikpapan,Balikpapan,-1.2675,116.8288,1,Tribunnews,National,"On 4 November 2020, dozens of students held a peaceful protest in front of the Plaza Balikpapan in Balikpapan city (East Kalimantan province), opposing the omnibus law of job creations. They also staged a protest at Bekapai Park. [size=dozens]",0,1605029834,IDN
7298963,360,IDN5158,5158,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,Karawang,West Karawang,West Karawang,-6.2877,107.2935,1,Tribunnews,National,"On 4 November 2020, many Muslim people held a peaceful protest in front of the Karawang government office in West Karawang district (Karawang regency, West Java province) regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. [size=many]",0,1605029834,IDN
7298971,360,IDN5155,5155,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Banten,Serang,Serang,Serang,-6.1256,106.1499,1,Tribunnews,National,"On 4 November 2020, hundreds of Muslim people from the Banten Islamic Brotherhood Forum held a peaceful protest in front of the Serang regent's office in Serang city (Banten province) regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. [size=hundreds]",0,1605029834,IDN
7298974,360,IDN5132,5132,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,Southeast Asia,Indonesia,East Java,Malang,Malang,Malang,-7.9797,112.6304,1,Tribunnews,National,"On 4 November 2020, around 60 students from Aliansi Mahasiswa Timur Melawan held a peaceful protest at the crossroad of Semeru Road-Kahuripan Road in Malang city (East Java province, opposing the construction of the 'Jurassic Park' project in Komodo Island. [size=around 60]",0,1605029834,IDN
7298979,360,IDN5134,5134,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),FPI: Islamic Defenders Front; Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,Bandung,Bandung,Bandung,-6.9222,107.60700000000001,1,Tribunnews,National,"On 4 November 2020, many Muslim people, including members of FPI, held a peaceful protest in front of the Sate building in Bandung city (West Java province), dubbed as 'Islam Defend Action 411.' They celebrated the news that the leader of FPI would come back to Indonesia. They also protested against the statement of France's president that allegedly insulted Islam and demanded the government impose a ban on French products. [size=many]",0,1605029834,IDN
7298982,360,IDN5135,5135,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,Sukabumi,Sukabumi,Sukabumi,-6.917999999999999,106.9266,1,Tribunnews,National,"On 4 November 2020, dozens of students from the Sukabumi Progressive Community held a peaceful protest in front of the Sukabumi council building in Sukabumi city (West Java province), questioning the increase of Sukabumi council members' benefit amidst the coronavirus pandemic. [size=dozens]",0,1605029834,IDN
7298983,360,IDN5157,5157,04 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,Tasikmalaya,Tasikmalaya,Tasikmalaya,-7.3598,108.1627,1,Tribunnews,National,"On 4 November 2020, thousands of Muslim people held a peaceful protest at City Park in front of the Grand Mosque in Tasikmalaya city (West Java province) regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. [size=thousands]",0,1605029834,IDN
7298916,360,IDN5136,5136,03 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Hindu Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Bali,Denpasar,Denpasar,Denpasar,-8.65,115.2166,1,Kompas,National,"On 3 November 2020, many Hindu people from Taksu Bali Communication Forum held a peaceful protest in front of the Bali regional representative council building on Cok Agung Tresna Road, Renon district, Denpasar city (Bali province). They criticized a council member who said that sex before marriage among students are allowed as long as they use condoms. He also allegedly insulted a Hindu symbol. [size=many]",0,1605029834,IDN
7298918,360,IDN5164,5164,03 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,East Java,Madiun,Madiun,Madiun,-7.6298,111.5239,1,Kompas,National,"On 3 November 2020, hundreds of performance artists held a peaceful protest in front of the Madiun council building in Madiun town (East Java province), demanding the government ease the restriction during coronavirus pandemic and allow them to organize art events. [size=hundreds]",0,1605029834,IDN
7298849,360,IDN5150,5150,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),KSPI: Indonesian Trade Union Confederation; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Yogyakarta,Yogyakarta,Yogyakarta,Yogyakarta,-7.795,110.369,1,AP,International,"On 2 November 2020, a group of laborers, including members of KSPI, held a peaceful protest in Yogyakarta city (Yogyakarta province), opposing the omnibus law of job creations. [size=no report]",0,1605029833,IDN
7298850,360,IDN5127,5127,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),KSPI: Indonesian Trade Union Confederation; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Jakarta,Central Jakarta,Central Jakarta,Central Jakarta,-6.1822,106.801,1,AP,International,"On 2 November 2020, thousands of laborers, including members of KSPI, held a peaceful protest near the Presidential Palace and Constitutional Court in Central Jakarta city (Jakarta province), opposing the omnibus law of job creations. [size=thousands]",0,1605029833,IDN
7298851,360,IDN5133,5133,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),KSPI: Indonesian Trade Union Confederation; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,North Sumatra,Medan,Medan,Medan,3.5833,98.6666,1,AP,International,"On 2 November 2020, a group of laborers, including members of KSPI, held a peaceful protest in Medan city (North Sumatra province), opposing the omnibus law of job creations. [size=no report]",0,1605029833,IDN
7298852,360,IDN5126,5126,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),KSPI: Indonesian Trade Union Confederation; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Aceh,Banda Aceh,Banda Aceh,Banda Aceh,5.5416,95.3333,1,AP,International,"On 2 November 2020, a group of laborers, including members of KSPI, held a peaceful protest in Banda Aceh city (Aceh province), opposing the omnibus law of job creations. [size=no report]",0,1605029833,IDN
7298853,360,IDN5129,5129,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),KSPI: Indonesian Trade Union Confederation; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,South Sulawesi,Makassar,Makassar,Makassar,-5.1486,119.432,1,AP,International,"On 2 November 2020, a group of laborers, including members of KSPI, held a peaceful protest in Makassar city (South Sulawesi province), opposing the omnibus law of job creations. [size=no report]",0,1605029833,IDN
7298888,360,IDN5122,5122,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,Southeast Asia,Indonesia,South Sulawesi,Makassar,Makassar,Makassar,-5.1486,119.432,1,Detik,National,"On 2 November 2020, many students held a peaceful protest in front of the Makassar police headquarters on Ahmad Yani Road, Makassar city (South Sulawesi province), demanding the release of their friends, who were arrested during a riot against omnibus law on 22 October 2020. [size=many]",0,1605029834,IDN
7298889,360,IDN5162,5162,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,West Bandung,Ngamprah,Ngamprah,-6.8612,107.5147,1,Detik,National,"On 2 November 2020, hundreds of laborers held a peaceful protest in front of the West Bandung regency administration building in Ngamprah district (West Bandung regency, West Java province), demanding the increase of minimum wage next year. [size=hundreds]",0,1605029834,IDN
7298891,360,IDN5123,5123,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),,6,,,0,60,Southeast Asia,Indonesia,East Java,Mojokerto,Mojokerto,Mojokerto,-7.4666,112.4333,1,Detik,National,"On 2 November 2020, dozens of Lolawang villagers held a peaceful protest in front of the PT Surabaya Autocomp Indonesia (SAI) wiring harness factory in Mojokerto city (East Java province), demanding the factory management allow them to manage the factory's waste. [size=dozens]",0,1605029834,IDN
7298914,360,IDN5163,5163,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Yogyakarta,Yogyakarta,Yogyakarta,Yogyakarta,-7.795,110.369,1,Kompas,National,"On 2 November 2020, dozens of laborers held a peaceful protest at the Titik Nol Kilometer monument in Yogyakarta city (Yogyakarta province), opposing the government's decision of not raising the minimum wage benchmark for 2021. Several laborers also protested in front of the Yogyakarta Palace. [size=dozens]",0,1605029834,IDN
7298915,360,IDN5121,5121,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),PDI-P: Indonesian Democratic Party of Struggle; GOLKAR: Party of Functional Group; PBB: Crescent Star Party; HANURA: People's Conscience Party; PB: Berkarya Party,6,,,0,60,Southeast Asia,Indonesia,South Sumatra,Ogan Ilir,Indralaya,Indralaya,-3.2524,104.6755,1,Kompas,National,"On 2 November 2020, many supporters of a regency election candidate pair - including PDI-P, Golkar, PBB, Berkarya Party, and HANURA - held a peaceful protest in front of the General Election Commission and Election Monitoring Agency building in Indralaya town (Ogan Ilir regency, South Sumatra province). The pair of candidates had been disqualified from the elections for allegedly misusing their power as incumbents during the campaign period. [size=many]",0,1605029834,IDN
7298965,360,IDN5128,5128,02 November 2020,2020,1,Riots,Violent demonstration,Rioters (Indonesia),HMI: Muslim Students Association; IMM: Muhammadiyah Students Association; PMII: Indonesian Islamic Student Movement; Students (Indonesia); Muslim Group (Indonesia),5,Police Forces of Indonesia (2014-),,1,15,Southeast Asia,Indonesia,South Sulawesi,Bone,Tanete Riattang,Tanete Riattang,-4.5348,120.3024,1,Tribunnews,National,"On 2 November 2020, many people from HMI, PMII, and IMM held a demonstration in front of the Bone regent's office in Tanete Riattang town (Bone regency, South Sulawesi province), criticizing the performance of Bone regent and vice-regent during their two years in the office. It was the commemoration of their inauguration. The rioters climbed the building's gate but the police intervened. They threw rocks at the police. [size=many]",0,1605029834,IDN
7298966,360,IDN5124,5124,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),FPI: Islamic Defenders Front; IMM: Muhammadiyah Students Association; Students (Indonesia); Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,East Java,Surabaya,Surabaya,Surabaya,-7.2492,112.751,1,Tribunnews,National,"On 2 November 2020, 500 people from FPI, IMM, Muhammadiyah Youth, and Hidayatullah held a peaceful protest in front of the Consulate of France on Mawar 4 Road, Tegalsari district, Surabaya city (East Java province), regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. They burned the French flag and its president's picture. [size=500]",0,1605029834,IDN
7298968,360,IDN5118,5118,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),FSPMI: Federation of Indonesian Metal Workers Union; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Riau Islands,Batam,Batam,Batam,1.0521,104.0285,1,Tribunnews,National,"On 2 November 2020, hundreds of laborers from FSPMI held a peaceful protest in front of the Graha Kepri building in Batam city (Riau Islands province), opposing the omnibus law of job creations and demanding the increase of minimum salary next year. [size=hundreds]",0,1605029834,IDN
7298969,360,IDN5152,5152,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,East Java,Malang,Malang,Malang,-7.9797,112.6304,1,Tribunnews,National,"On 2 November 2020, 200 Muslim people from Aliansi Malang Melawan held a peaceful protest in front of the Malang council building in Malang city (East Java province) regarding the statement of France's president, which allegedly insulted Islam. [size=200]",0,1605029834,IDN
7298977,360,IDN5125,5125,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),,6,,,0,60,Southeast Asia,Indonesia,North Sumatra,Deli Serdang,Tanjung Morawa,Tanjung Morawa,3.5193,98.7914,1,Tribunnews,National,"On 2 November 2020, dozens of Titi Payung villagers held a peaceful protest in front of the Deliserdang regent's office in Tanjung Morawa town (Deli Serdang regency, North Sumatra province), demanding the government provide an electricity network in their village. [size=dozens]",0,1605029834,IDN
7298980,360,IDN5151,5151,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,Jakarta,Central Jakarta,Central Jakarta,Central Jakarta,-6.1822,106.801,1,Tribunnews,National,"On 2 November 2020, many Muslim people held a peaceful protest in front of the Embassy of France on MH Thamrin Road, Central Jakarta city (Jakarta province), regarding the statement of France's president, which allegedly insulted Islam. They demanded the government impose a ban on French products. [size=many]",0,1605029834,IDN
7298987,360,IDN5119,5119,02 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),FSPMI: Federation of Indonesian Metal Workers Union; Labour Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,West Java,Cirebon,Cirebon,Cirebon,-6.7063,108.557,1,Tribunnews,National,"On 2 November 2020, many FSPMI members held a peaceful protest in front of the Cirebon regent's office on Sunan Kalijaga Road, Sumber district, Cirebon city (West Java province), opposing the omnibus law of job creations. They also staged a protest in front of the Cirebon council building. [size=many]",0,1605029834,IDN
7298903,360,IDN5117,5117,01 November 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),,6,,,0,60,Southeast Asia,Indonesia,Banten,Tangerang,Tangerang,Tangerang,-6.1765,106.5799,1,JPNN,National,"On 1 November 2020, a group of Lebak Wangi villagers held a peaceful protest in front of the East Sepatan district administration office in Tangerang city (Banten province), criticizing the village head's lack of transparency on distributing the financial aid from the government. On 5 November 2020, the village head died by suicide. [size=no report]",0,1605029834,IDN
7298919,360,IDN5116,5116,01 November 2020,2020,1,Strategic developments,Arrests,Police Forces of Indonesia (2014-),,1,Civilians (Vietnam),Fishermen (Vietnam),7,17,Southeast Asia,Indonesia,Riau Islands,,,Southern Coast of Riau Islands,3.4101,108.2694,2,Kompas,National,"Arrests: On 1 November 2020, the Indonesian police forces arrested 25 Vietnamese boat crew and detained two boats that illegally entered the North Natuna Sea (Southern Coast of Riau Islands). They initially attempted to escape. Indonesia claims the southernmost region of the South China Sea as its exclusive economic zone.",0,1605029834,IDN
7289047,360,IDN5114,5114,31 October 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,Southeast Asia,Indonesia,South Sulawesi,Makassar,Makassar,Makassar,-5.1486,119.432,1,Tribunnews,National,"On 31 October 2020, dozens of students from the People's Struggle Front held a peaceful protest under a flyover bridge on Urip Sumoharjo Road in Makassar city (South Sulawesi province), demanding the release of students who were arrested during a demonstration against the omnibus law of job creations. [size=dozens]",0,1604422689,IDN
7289059,360,IDN5115,5115,31 October 2020,2020,1,Protests,Peaceful protest,Protesters (Indonesia),Muslim Group (Indonesia),6,,,0,60,Southeast Asia,Indonesia,South Sulawesi,Makassar,Makassar,Makassar,-5.1486,119.432,1,Tribunnews,National,"On 31 October 2020, hundreds of Muslim people held a peaceful protest in front of the Mandala Monument on Jendral Sudirman Road, Makassar city (South Sulawesi province), criticizing the President of France who allegedly insulted Islam, in relation to the Prophet Mohammad caricature incident. They brought a poster saying that people who insult the Prophet should receive the death penalty. [size=hundreds]",0,1604422689,IDN
